"Workout #";"Date";"Workout Name";"Duration (sec)";"Exercise Name";"Set Order";"Weight (kg)";"Reps";"RPE";"Distance (meters)";"Seconds";"Notes";"Workout Notes"
"10";"2025-01-21 12:45:32";"Pull";"4560";"Bicep Curl (Dumbbell)";"18";"14.0";"10";"";"";"";"";""
"11";"2025-01-22 08:04:39";"Leg Day";"5220";"Squat (Barbell)";"1";"55.5";"11";"";"";"";"";""
"11";"2025-01-22 08:04:39";"Leg Day";"5220";"Squat (Barbell)";"2";"74.0";"11";"";"";"";"";""
"11";"2025-01-22 08:04:39";"Leg Day";"5220";"Squat (Barbell)";"3";"96.0";"11";"";"";"";"";""
"11";"2025-01-22 08:04:39";"Leg Day";"5220";"Squat (Barbell)";"4";"40.5";"10";"";"";"";"";""
"11";"2025-01-22 08:04:39";"Leg Day";"5220";"Seated Leg Press (Machine)";"5";"142.0";"12";"";"";"";"";""
"11";"2025-01-22 08:04:39";"Leg Day";"5220";"Seated Leg Press (Machine)";"6";"103.0";"10";"";"";"";"";""
"11";"2025-01-22 08:04:39";"Leg Day";"5220";"Seated Leg Press (Machine)";"7";"125.5";"10";"";"";"";"";""
"11";"2025-01-22 08:04:39";"Leg Day";"5220";"Leg Extension (Machine)";"8";"36.5";"14";"";"";"";"";""
"11";"2025-01-22 08:04:39";"Leg Day";"5220";"Leg Extension (Machine)";"9";"38.0";"14";"";"";"";"";""
"11";"2025-01-22 08:04:39";"Leg Day";"5220";"Leg Extension (Machine)";"10";"49.0";"11";"";"";"";"";""
"11";"2025-01-22 08:04:39";"Leg Day";"5220";"Seated Leg Curl (Machine)";"11";"47.0";"13";"";"";"";"";""
"11";"2025-01-22 08:04:39";"Leg Day";"5220";"Seated Leg Curl (Machine)";"12";"40.5";"15";"";"";"";"";""
"11";"2025-01-22 08:04:39";"Leg Day";"5220";"Seated Leg Curl (Machine)";"13";"46.0";"10";"";"";"";"";""
"11";"2025-01-22 08:04:39";"Leg Day";"5220";"Seated Leg Curl (Machine)";"14";"48.0";"11";"";"";"";"";""
"11";"2025-01-22 08:04:39";"Leg Day";"5220";"Hip Abductor (Machine)";"15";"67.5";"15";"";"";"";"";""
"11";"2025-01-22 08:04:39";"Leg Day";"5220";"Hip Abductor (Machine)";"16";"51.5";"10";"";"";"";"";""
"11";"2025-01-22 08:04:39";"Leg Day";"5220";"Hip Abductor (Machine)";"17";"68.0";"12";"";"";"";"";""
"11";"2025-01-22 08:04:39";"Leg Day";"5220";"Hip Adductor (Machine)";"18";"47.5";"13";"";"";"";"";""
"11";"2025-01-22 08:04:39";"Leg Day";"5220";"Hip Adductor (Machine)";"19";"61.5";"13";"";"";"";"";""
"11";"2025-01-22 08:04:39";"Leg Day";"5220";"Hip Adductor (Machine)";"20";"48.5";"11";"";"";"";"";""
"11";"2025-01-22 08:04:39";"Leg Day";"5220";"Standing Calf Raise (Machine)";"21";"109.0";"13";"";"";"";"";""
"11";"2025-01-22 08:04:39";"Leg Day";"5220";"Standing Calf Raise (Machine)";"22";"125.5";"16";"";"";"";"";""
"11";"2025-01-22 08:04:39";"Leg Day";"5220";"Standing Calf Raise (Machine)";"23";"115.0";"19";"";"";"";"";""
"12";"2025-01-24 16:09:18";"Push";"4140";"Running (Treadmill)";"1";"";"";"";"1013.0";"299.0";"";""
"12";"2025-01-24 16:09:18";"Push";"4140";"Bench Press (Barbell)";"2";"81.5";"9";"";"";"";"";""
"12";"2025-01-24 16:09:18";"Push";"4140";"Bench Press (Barbell)";"3";"57.0";"7";"";"";"";"";""
"12";"2025-01-24 16:09:18";"Push";"4140";"Bench Press (Barbell)";"4";"84.0";"10";"";"";"";"";""
"12";"2025-01-24 16:09:18";"Push";"4140";"Bench Press (Barbell)";"5";"58.5";"8";"";"";"";"";""
"12";"2025-01-24 16:09:18";"Push";"4140";"Incline Chest Press (Machine)";"6";"60.5";"10";"";"";"";"";""
"12";"2025-01-24 16:09:18";"Push";"4140";"Incline Chest Press (Machine)";"7";"55.0";"12";"";"";"";"";""
"12";"2025-01-24 16:09:18";"Push";"4140";"Incline Chest Press (Machine)";"8";"60.5";"9";"";"";"";"";""
"12";"2025-01-24 16:09:18";"Push";"4140";"Chest Fly";"9";"19.5";"12";"";"";"";"";""
"12";"2025-01-24 16:09:18";"Push";"4140";"Chest Fly";"10";"17.5";"13";"";"";"";"";""
"12";"2025-01-24 16:09:18";"Push";"4140";"Chest Fly";"11";"14.5";"11";"";"";"";"";""
"12";"2025-01-24 16:09:18";"Push";"4140";"Shoulder Press (Machine)";"12";"49.5";"11";"";"";"";"";""
"12";"2025-01-24 16:09:18";"Push";"4140";"Shoulder Press (Machine)";"13";"49.0";"12";"";"";"";"";""
"12";"2025-01-24 16:09:18";"Push";"4140";"Shoulder Press (Machine)";"14";"48.0";"12";"";"";"";"";""
"12";"2025-01-24 16:09:18";"Push";"4140";"Shoulder Press (Machine)";"15";"43.0";"9";"";"";"";"";""
"12";"2025-01-24 16:09:18";"Push";"4140";"Front Raise (Cable)";"16";"13.5";"11";"";"";"";"";""
"12";"2025-01-24 16:09:18";"Push";"4140";"Front Raise (Cable)";"17";"14.5";"12";"";"";"";"";""
"12";"2025-01-24 16:09:18";"Push";"4140";"Front Raise (Cable)";"18";"9.5";"10";"";"";"";"";""
"12";"2025-01-24 16:09:18";"Push";"4140";"Triceps Pushdown (Cable - Straight Bar)";"19";"33.0";"11";"";"";"";"";""
"12";"2025-01-24 16:09:18";"Push";"4140";"Triceps Pushdown (Cable - Straight Bar)";"20";"21.0";"14";"";"";"";"";""
"12";"2025-01-24 16:09:18";"Push";"4140";"Triceps Pushdown (Cable - Straight Bar)";"21";"33.5";"13";"";"";"";"";""
"12";"2025-01-24 16:09:18";"Push";"4140";"Triceps Extension (Cable)";"22";"19.5";"15";"";"";"";"";""
"12";"2025-01-24 16:09:18";"Push";"4140";"Triceps Extension (Cable)";"23";"29.0";"11";"";"";"";"";""
"12";"2025-01-24 16:09:18";"Push";"4140";"Triceps Extension (Cable)";"24";"27.0";"14";"";"";"";"";""
"12";"2025-01-24 16:09:18";"Push";"4140";"Triceps Extension (Cable)";"25";"21.5";"10";"";"";"";"";""
"13";"2025-01-27 07:40:18";"Pull";"4980";"Running (Treadmill)";"1";"";"";"";"993.0";"555.0";"";""
"13";"2025-01-27 07:40:18";"Pull";"4980";"Pull Up";"2";"0.0";"7";"";"";"";"";""
"13";"2025-01-27 07:40:18";"Pull";"4980";"Pull Up";"3";"0.0";"5";"";"";"";"";""
"13";"2025-01-27 07:40:18";"Pull";"4980";"Pull Up";"4";"0.0";"12";"";"";"";"";""
"13";"2025-01-27 07:40:18";"Pull";"4980";"Pull Up";"5";"0.0";"11";"";"";"";"";""
"13";"2025-01-27 07:40:18";"Pull";"4980";"Lat Pulldown (Cable)";"6";"39.0";"12";"";"";"";"";""
"13";"2025-01-27 07:40:18";"Pull";"4980";"Lat Pulldown (Cable)";"7";"39.5";"11";"";"";"";"";""
"13";"2025-01-27 07:40:18";"Pull";"4980";"Lat Pulldown (Cable)";"8";"47.5";"8";"";"";"";"";""
"13";"2025-01-27 07:40:18";"Pull";"4980";"Seated Wide-Grip Row (Cable)";"9";"47.0";"11";"";"";"";"";""
"13";"2025-01-27 07:40:18";"Pull";"4980";"Seated Wide-Grip Row (Cable)";"10";"47.5";"10";"";"";"";"";""
"13";"2025-01-27 07:40:18";"Pull";"4980";"Seated Wide-Grip Row (Cable)";"11";"38.0";"11";"";"";"";"";""
"13";"2025-01-27 07:40:18";"Pull";"4980";"Reverse Fly (Machine)";"12";"14.5";"12";"";"";"";"";""
"13";"2025-01-27 07:40:18";"Pull";"4980";"Reverse Fly (Machine)";"13";"13.5";"10";"";"";"";"";""
"13";"2025-01-27 07:40:18";"Pull";"4980";"Reverse Fly (Machine)";"14";"10.5";"10";"";"";"";"";""
"13";"2025-01-27 07:40:18";"Pull";"4980";"Reverse Fly (Machine)";"15";"7.0";"13";"";"";"";"";""
"13";"2025-01-27 07:40:18";"Pull";"4980";"Bicep Curl (Barbell)";"16";"26.0";"11";"";"";"";"";""
"13";"2025-01-27 07:40:18";"Pull";"4980";"Bicep Curl (Barbell)";"17";"28.0";"10";"";"";"";"";""
"13";"2025-01-27 07:40:18";"Pull";"4980";"Bicep Curl (Barbell)";"18";"18.0";"11";"";"";"";"";""
"13";"2025-01-27 07:40:18";"Pull";"4980";"Bicep Curl (Barbell)";"19";"15.5";"9";"";"";"";"";""
"13";"2025-01-27 07:40:18";"Pull";"4980";"Bicep Curl (Dumbbell)";"20";"11.5";"11";"";"";"";"";""
"13";"2025-01-27 07:40:18";"Pull";"4980";"Bicep Curl (Dumbbell)";"21";"8.0";"12";"";"";"";"";""
"13";"2025-01-27 07:40:18";"Pull";"4980";"Bicep Curl (Dumbbell)";"22";"9.0";"11";"";"";"";"";""
"14";"2025-01-28 16:13:33";"Leg Day";"2880";"Squat (Barbell)";"1";"65.0";"8";"";"";"";"";""
"14";"2025-01-28 16:13:33";"Leg Day";"2880";"Squat (Barbell)";"2";"90.0";"11";"";"";"";"";""
"14";"2025-01-28 16:13:33";"Leg Day";"2880";"Squat (Barbell)";"3";"79.5";"12";"";"";"";"";""
"14";"2025-01-28 16:13:33";"Leg Day";"2880";"Squat (Barbell)";"4";"101.0";"7";"";"";"";"";""
"14";"2025-01-28 16:13:33";"Leg Day";"2880";"Seated Leg Press (Machine)";"5";"157.0";"12";"";"";"";"";""
"14";"2025-01-28 16:13:33";"Leg Day";"2880";"Seated Leg Press (Machine)";"6";"111.5";"12";"";"";"";"";""
"14";"2025-01-28 16:13:33";"Leg Day";"2880";"Seated Leg Press (Machine)";"7";"90.0";"10";"";"";"";"";""
"14";"2025-01-28 16:13:33";"Leg Day";"2880";"Leg Extension (Machine)";"8";"33.0";"13";"";"";"";"";""
"14";"2025-01-28 16:13:33";"Leg Day";"2880";"Leg Extension (Machine)";"9";"35.5";"14";"";"";"";"";""
"14";"2025-01-28 16:13:33";"Leg Day";"2880";"Leg Extension (Machine)";"10";"34.0";"13";"";"";"";"";""
"14";"2025-01-28 16:13:33";"Leg Day";"2880";"Seated Leg Curl (Machine)";"11";"45.0";"14";"";"";"";"";""
"14";"2025-01-28 16:13:33";"Leg Day";"2880";"Seated Leg Curl (Machine)";"12";"46.5";"11";"";"";"";"";""
"14";"2025-01-28 16:13:33";"Leg Day";"2880";"Seated Leg Curl (Machine)";"13";"47.5";"10";"";"";"";"";""
"14";"2025-01-28 16:13:33";"Leg Day";"2880";"Hip Abductor (Machine)";"14";"52.5";"13";"";"";"";"";""
"14";"2025-01-28 16:13:33";"Leg Day";"2880";"Hip Abductor (Machine)";"15";"56.5";"13";"";"";"";"";""
"14";"2025-01-28 16:13:33";"Leg Day";"2880";"Hip Abductor (Machine)";"16";"65.0";"10";"";"";"";"";""
"14";"2025-01-28 16:13:33";"Leg Day";"2880";"Hip Adductor (Machine)";"17";"46.5";"12";"";"";"";"";""
"14";"2025-01-28 16:13:33";"Leg Day";"2880";"Hip Adductor (Machine)";"18";"58.0";"10";"";"";"";"";""
"14";"2025-01-28 16:13:33";"Leg Day";"2880";"Hip Adductor (Machine)";"19";"54.0";"11";"";"";"";"";""
"14";"2025-01-28 16:13:33";"Leg Day";"2880";"Hip Adductor (Machine)";"20";"66.5";"10";"";"";"";"";""
"14";"2025-01-28 16:13:33";"Leg Day";"2880";"Standing Calf Raise (Machine)";"21";"130.0";"19";"";"";"";"";""
"14";"2025-01-28 16:13:33";"Leg Day";"2880";"Standing Calf Raise (Machine)";"22";"121.5";"20";"";"";"";"";""
"14";"2025-01-28 16:13:33";"Leg Day";"2880";"Standing Calf Raise (Machine)";"23";"92.5";"18";"";"";"";"";""
"15";"2025-01-29 18:31:14";"Upper Body";"4140";"Bench Press (Barbell)";"1";"75.5";"9";"";"";"";"";""
"15";"2025-01-29 18:31:14";"Upper Body";"4140";"Bench Press (Barbell)";"2";"74.5";"9";"";"";"";"";""
"15";"2025-01-29 18:31:14";"Upper Body";"4140";"Bench Press (Barbell)";"3";"62.0";"8";"";"";"";"";""
"15";"2025-01-29 18:31:14";"Upper Body";"4140";"Seated Row (Cable)";"4";"54.5";"9";"";"";"";"";""
"15";"2025-01-29 18:31:14";"Upper Body";"4140";"Seated Row (Cable)";"5";"39.5";"8";"";"";"";"";""
"15";"2025-01-29 18:31:14";"Upper Body";"4140";"Seated Row (Cable)";"6";"47.0";"12";"";"";"";"";""
"15";"2025-01-29 18:31:14";"Upper Body";"4140";"Shoulder Press (Plate Loaded)";"7";"29.0";"12";"";"";"";"";""
"15";"2025-01-29 18:31:14";"Upper Body";"4140";"Shoulder Press (Plate Loaded)";"8";"36.5";"8";"";"";"";"";""
"15";"2025-01-29 18:31:14";"Upper Body";"4140";"Shoulder Press (Plate Loaded)";"9";"36.0";"10";"";"";"";"";""
"15";"2025-01-29 18:31:14";"Upper Body";"4140";"Lat Pulldown (Cable)";"10";"48.5";"9";"";"";"";"";""
"15";"2025-01-29 18:31:14";"Upper Body";"4140";"Lat Pulldown (Cable)";"11";"39.5";"12";"";"";"";"";""
"15";"2025-01-29 18:31:14";"Upper Body";"4140";"Lat Pulldown (Cable)";"12";"54.0";"9";"";"";"";"";""
"15";"2025-01-29 18:31:14";"Upper Body";"4140";"Lat Pulldown (Cable)";"13";"39.5";"12";"";"";"";"";""
"15";"2025-01-29 18:31:14";"Upper Body";"4140";"Bicep Curl (Cable)";"14";"21.5";"10";"";"";"";"";""
"15";"2025-01-29 18:31:14";"Upper Body";"4140";"Bicep Curl (Cable)";"15";"25.0";"10";"";"";"";"";""
"15";"2025-01-29 18:31:14";"Upper Body";"4140";"Bicep Curl (Cable)";"16";"11.0";"10";"";"";"";"";""
"15";"2025-01-29 18:31:14";"Upper Body";"4140";"Triceps Extension (Machine)";"17";"23.5";"11";"";"";"";"";""
"15";"2025-01-29 18:31:14";"Upper Body";"4140";"Triceps Extension (Machine)";"18";"36.5";"12";"";"";"";"";""
"15";"2025-01-29 18:31:14";"Upper Body";"4140";"Triceps Extension (Machine)";"19";"26.0";"10";"";"";"";"";""
"15";"2025-01-29 18:31:14";"Upper Body";"4140";"Crunch (Machine)";"20";"30.0";"14";"";"";"";"";""
"15";"2025-01-29 18:31:14";"Upper Body";"4140";"Crunch (Machine)";"21";"50.0";"15";"";"";"";"";""
"15";"2025-01-29 18:31:14";"Upper Body";"4140";"Crunch (Machine)";"22";"38.0";"12";"";"";"";"";""
"16";"2025-01-30 19:03:37";"Full Body";"4860";"Squat (Barbell)";"1";"44.0";"9";"";"";"";"";""
"16";"2025-01-30 19:03:37";"Full Body";"4860";"Squat (Barbell)";"2";"52.0";"9";"";"";"";"";""
"16";"2025-01-30 19:03:37";"Full Body";"4860";"Squat (Barbell)";"3";"67.0";"10";"";"";"";"";""
"16";"2025-01-30 19:03:37";"Full Body";"4860";"Bench Press (Barbell)";"4";"65.5";"9";"";"";"";"";""
"16";"2025-01-30 19:03:37";"Full Body";"4860";"Bench Press (Barbell)";"5";"64.5";"9";"";"";"";"";""
"16";"2025-01-30 19:03:37";"Full Body";"4860";"Bench Press (Barbell)";"6";"53.0";"8";"";"";"";"";""
"16";"2025-01-30 19:03:37";"Full Body";"4860";"Bench Press (Barbell)";"7";"60.0";"8";"";"";"";"";""
"16";"2025-01-30 19:03:37";"Full Body";"4860";"Seated Row (Machine)";"8";"38.0";"12";"";"";"";"";""
"16";"2025-01-30 19:03:37";"Full Body";"4860";"Seated Row (Machine)";"9";"36.0";"8";"";"";"";"";""
"16";"2025-01-30 19:03:37";"Full Body";"4860";"Seated Row (Machine)";"10";"51.0";"8";"";"";"";"";""
"16";"2025-01-30 19:03:37";"Full Body";"4860";"Shoulder Press (Machine)";"11";"44.5";"10";"";"";"";"";""
"16";"2025-01-30 19:03:37";"Full Body";"4860";"Shoulder Press (Machine)";"12";"43.0";"10";"";"";"";"";""
"16";"2025-01-30 19:03:37";"Full Body";"4860";"Shoulder Press (Machine)";"13";"43.0";"8";"";"";"";"";""
"16";"2025-01-30 19:03:37";"Full Body";"4860";"Bicep Curl (Machine)";"14";"18.5";"11";"";"";"";"";""
"16";"2025-01-30 19:03:37";"Full Body";"4860";"Bicep Curl (Machine)";"15";"23.5";"11";"";"";"";"";""
"16";"2025-01-30 19:03:37";"Full Body";"4860";"Bicep Curl (Machine)";"16";"29.0";"10";"";"";"";"";""
"16";"2025-01-30 19:03:37";"Full Body";"4860";"Crunch (Machine)";"17";"43.5";"18";"";"";"";"";""
"16";"2025-01-30 19:03:37";"Full Body";"4860";"Crunch (Machine)";"18";"32.5";"19";"";"";"";"";""
"16";"2025-01-30 19:03:37";"Full Body";"4860";"Crunch (Machine)";"19";"44.5";"12";"";"";"";"";""
"17";"2025-01-31 10:22:47";"Push";"4500";"Running (Treadmill)";"1";"";"";"";"1148.0";"317.0";"";""
"17";"2025-01-31 10:22:47";"Push";"4500";"Bench Press (Barbell)";"2";"57.0";"7";"";"";"";"";""
"17";"2025-01-31 10:22:47";"Push";"4500";"Bench Press (Barbell)";"3";"81.0";"6";"";"";"";"";""
"17";"2025-01-31 10:22:47";"Push";"4500";"Bench Press (Barbell)";"4";"52.5";"7";"";"";"";"";""
"17";"2025-01-31 10:22:47";"Push";"4500";"Bench Press (Barbell)";"5";"52.0";"6";"";"";"";"";""
"17";"2025-01-31 10:22:47";"Push";"4500";"Incline Chest Press (Machine)";"6";"60.5";"12";"";"";"";"";""
"17";"2025-01-31 10:22:47";"Push";"4500";"Incline Chest Press (Machine)";"7";"60.5";"9";"";"";"";"";""
"17";"2025-01-31 10:22:47";"Push";"4500";"Incline Chest Press (Machine)";"8";"45.0";"8";"";"";"";"";""
"17";"2025-01-31 10:22:47";"Push";"4500";"Chest Fly";"9";"10.0";"15";"";"";"";"";""
"17";"2025-01-31 10:22:47";"Push";"4500";"Chest Fly";"10";"17.5";"12";"";"";"";"";""
"17";"2025-01-31 10:22:47";"Push";"4500";"Chest Fly";"11";"18.5";"12";"";"";"";"";""
"17";"2025-01-31 10:22:47";"Push";"4500";"Shoulder Press (Machine)";"12";"35.5";"8";"";"";"";"";""
"17";"2025-01-31 10:22:47";"Push";"4500";"Shoulder Press (Machine)";"13";"40.5";"8";"";"";"";"";""
"17";"2025-01-31 10:22:47";"Push";"4500";"Shoulder Press (Machine)";"14";"42.5";"10";"";"";"";"";""
"17";"2025-01-31 10:22:47";"Push";"4500";"Front Raise (Cable)";"15";"13.0";"11";"";"";"";"";""
"17";"2025-01-31 10:22:47";"Push";"4500";"Front Raise (Cable)";"16";"8.0";"10";"";"";"";"";""
"17";"2025-01-31 10:22:47";"Push";"4500";"Front Raise (Cable)";"17";"13.0";"13";"";"";"";"";""
"17";"2025-01-31 10:22:47";"Push";"4500";"Triceps Pushdown (Cable - Straight Bar)";"18";"26.0";"12";"";"";"";"";""
"17";"2025-01-31 10:22:47";"Push";"4500";"Triceps Pushdown (Cable - Straight Bar)";"19";"35.0";"12";"";"";"";"";""
"17";"2025-01-31 10:22:47";"Push";"4500";"Triceps Pushdown (Cable - Straight Bar)";"20";"32.0";"12";"";"";"";"";""
"17";"2025-01-31 10:22:47";"Push";"4500";"Triceps Extension (Cable)";"21";"22.5";"13";"";"";"";"";""
"17";"2025-01-31 10:22:47";"Push";"4500";"Triceps Extension (Cable)";"22";"17.5";"11";"";"";"";"";""
"17";"2025-01-31 10:22:47";"Push";"4500";"Triceps Extension (Cable)";"23";"21.0";"15";"";"";"";"";""
"18";"2025-02-03 09:44:25";"Pull";"3000";"Pull Up";"1";"0.0";"11";"";"";"";"";""
"18";"2025-02-03 09:44:25";"Pull";"3000";"Pull Up";"2";"0.0";"6";"";"";"";"";""
"18";"2025-02-03 09:44:25";"Pull";"3000";"Pull Up";"3";"0.0";"5";"";"";"";"";""
"18";"2025-02-03 09:44:25";"Pull";"3000";"Lat Pulldown (Cable)";"4";"60.5";"11";"";"";"";"";""
"18";"2025-02-03 09:44:25";"Pull";"3000";"Lat Pulldown (Cable)";"5";"52.5";"9";"";"";"";"";""
"18";"2025-02-03 09:44:25";"Pull";"3000";"Lat Pulldown (Cable)";"6";"44.0";"12";"";"";"";"";""
"18";"2025-02-03 09:44:25";"Pull";"3000";"Seated Wide-Grip Row (Cable)";"7";"51.5";"11";"";"";"";"";""
"18";"2025-02-03 09:44:25";"Pull";"3000";"Seated Wide-Grip Row (Cable)";"8";"50.5";"9";"";"";"";"";""
"18";"2025-02-03 09:44:25";"Pull";"3000";"Seated Wide-Grip Row (Cable)";"9";"52.0";"9";"";"";"";"";""
"18";"2025-02-03 09:44:25";"Pull";"3000";"Reverse Fly (Machine)";"10";"11.5";"11";"";"";"";"";""
"18";"2025-02-03 09:44:25";"Pull";"3000";"Reverse Fly (Machine)";"11";"5.0";"10";"";"";"";"";""
"18";"2025-02-03 09:44:25";"Pull";"3000";"Reverse Fly (Machine)";"12";"5.0";"10";"";"";"";"";""
"18";"2025-02-03 09:44:25";"Pull";"3000";"Bicep Curl (Barbell)";"13";"28.0";"11";"";"";"";"";""
"18";"2025-02-03 09:44:25";"Pull";"3000";"Bicep Curl (Barbell)";"14";"27.0";"11";"";"";"";"";""
"18";"2025-02-03 09:44:25";"Pull";"3000";"Bicep Curl (Barbell)";"15";"23.0";"11";"";"";"";"";""
"18";"2025-02-03 09:44:25";"Pull";"3000";"Bicep Curl (Dumbbell)";"16";"15.5";"11";"";"";"";"";""
"18";"2025-02-03 09:44:25";"Pull";"3000";"Bicep Curl (Dumbbell)";"17";"11.5";"10";"";"";"";"";""
"18";"2025-02-03 09:44:25";"Pull";"3000";"Bicep Curl (Dumbbell)";"18";"11.5";"12";"";"";"";"";""
"19";"2025-02-05 16:11:05";"Leg Day";"3780";"Seated Leg Press (Machine)";"1";"89.5";"8";"";"";"";"";""
"19";"2025-02-05 16:11:05";"Leg Day";"3780";"Seated Leg Press (Machine)";"2";"153.5";"9";"";"";"";"";""
"19";"2025-02-05 16:11:05";"Leg Day";"3780";"Seated Leg Press (Machine)";"3";"82.5";"8";"";"";"";"";""
"19";"2025-02-05 16:11:05";"Leg Day";"3780";"Seated Leg Press (Machine)";"4";"85.0";"12";"";"";"";"";""
"19";"2025-02-05 16:11:05";"Leg Day";"3780";"Leg Extension (Machine)";"5";"44.0";"13";"";"";"";"";""
"19";"2025-02-05 16:11:05";"Leg Day";"3780";"Leg Extension (Machine)";"6";"47.0";"11";"";"";"";"";""
"19";"2025-02-05 16:11:05";"Leg Day";"3780";"Leg Extension (Machine)";"7";"47.0";"12";"";"";"";"";""
"19";"2025-02-05 16:11:05";"Leg Day";"3780";"Seated Leg Curl (Machine)";"8";"44.0";"11";"";"";"";"";""
"19";"2025-02-05 16:11:05";"Leg Day";"3780";"Seated Leg Curl (Machine)";"9";"44.5";"15";"";"";"";"";""
"19";"2025-02-05 16:11:05";"Leg Day";"3780";"Seated Leg Curl (Machine)";"10";"45.5";"14";"";"";"";"";""
"19";"2025-02-05 16:11:05";"Leg Day";"3780";"Hip Abductor (Machine)";"11";"68.0";"15";"";"";"";"";""
"19";"2025-02-05 16:11:05";"Leg Day";"3780";"Hip Abductor (Machine)";"12";"52.0";"10";"";"";"";"";""
"19";"2025-02-05 16:11:05";"Leg Day";"3780";"Hip Abductor (Machine)";"13";"52.5";"15";"";"";"";"";""
"19";"2025-02-05 16:11:05";"Leg Day";"3780";"Hip Adductor (Machine)";"14";"58.0";"15";"";"";"";"";""
"19";"2025-02-05 16:11:05";"Leg Day";"3780";"Hip Adductor (Machine)";"15";"54.5";"14";"";"";"";"";""
"19";"2025-02-05 16:11:05";"Leg Day";"3780";"Hip Adductor (Machine)";"16";"53.5";"10";"";"";"";"";""
"19";"2025-02-05 16:11:05";"Leg Day";"3780";"Standing Calf Raise (Machine)";"17";"82.5";"15";"";"";"";"";""
"19";"2025-02-05 16:11:05";"Leg Day";"3780";"Standing Calf Raise (Machine)";"18";"128.5";"13";"";"";"";"";""
"19";"2025-02-05 16:11:05";"Leg Day";"3780";"Standing Calf Raise (Machine)";"19";"128.5";"14";"";"";"";"";""
"20";"2025-02-06 19:03:10";"Push";"2700";"Running (Treadmill)";"1";"";"";"";"1470.0";"338.0";"";""
"20";"2025-02-06 19:03:10";"Push";"2700";"Bench Press (Barbell)";"2";"57.5";"7";"";"";"";"";""
"20";"2025-02-06 19:03:10";"Push";"2700";"Bench Press (Barbell)";"3";"60.0";"6";"";"";"";"";""
"20";"2025-02-06 19:03:10";"Push";"2700";"Bench Press (Barbell)";"4";"73.5";"7";"";"";"";"";""
"20";"2025-02-06 19:03:10";"Push";"2700";"Bench Press (Barbell)";"5";"76.0";"6";"";"";"";"";""
"20";"2025-02-06 19:03:10";"Push";"2700";"Incline Chest Press (Machine)";"6";"52.5";"9";"";"";"";"";""
"20";"2025-02-06 19:03:10";"Push";"2700";"Incline Chest Press (Machine)";"7";"53.5";"11";"";"";"";"";""
"20";"2025-02-06 19:03:10";"Push";"2700";"Incline Chest Press (Machine)";"8";"50.0";"10";"";"";"";"";""
"20";"2025-02-06 19:03:10";"Push";"2700";"Incline Chest Press (Machine)";"9";"61.0";"8";"";"";"";"";""
"20";"2025-02-06 19:03:10";"Push";"2700";"Chest Fly";"10";"17.0";"11";"";"";"";"";""
"20";"2025-02-06 19:03:10";"Push";"2700";"Chest Fly";"11";"13.0";"15";"";"";"";"";""
"20";"2025-02-06 19:03:10";"Push";"2700";"Chest Fly";"12";"13.0";"11";"";"";"";"";""
"20";"2025-02-06 19:03:10";"Push";"2700";"Shoulder Press (Machine)";"13";"36.5";"10";"";"";"";"";""
"20";"2025-02-06 19:03:10";"Push";"2700";"Shoulder Press (Machine)";"14";"34.5";"12";"";"";"";"";""
"20";"2025-02-06 19:03:10";"Push";"2700";"Shoulder Press (Machine)";"15";"44.5";"8";"";"";"";"";""
"20";"2025-02-06 19:03:10";"Push";"2700";"Shoulder Press (Machine)";"16";"48.5";"12";"";"";"";"";""
"20";"2025-02-06 19:03:10";"Push";"2700";"Front Raise (Cable)";"17";"12.5";"10";"";"";"";"";""
"20";"2025-02-06 19:03:10";"Push";"2700";"Front Raise (Cable)";"18";"10.5";"15";"";"";"";"";""
"20";"2025-02-06 19:03:10";"Push";"2700";"Front Raise (Cable)";"19";"7.0";"13";"";"";"";"";""
"20";"2025-02-06 19:03:10";"Push";"2700";"Triceps Pushdown (Cable - Straight Bar)";"20";"38.5";"15";"";"";"";"";""
"20";"2025-02-06 19:03:10";"Push";"2700";"Triceps Pushdown (Cable - Straight Bar)";"21";"34.5";"10";"";"";"";"";""
"20";"2025-02-06 19:03:10";"Push";"2700";"Triceps Pushdown (Cable - Straight Bar)";"22";"22.0";"13";"";"";"";"";""
"20";"2025-02-06 19:03:10";"Push";"2700";"Triceps Extension (Cable)";"23";"17.5";"13";"";"";"";"";""
"20";"2025-02-06 19:03:10";"Push";"2700";"Triceps Extension (Cable)";"24";"26.0";"10";"";"";"";"";""
"20";"2025-02-06 19:03:10";"Push";"2700";"Triceps Extension (Cable)";"25";"30.5";"10";"";"";"";"";""
"21";"2025-02-07 19:01:47";"Pull";"3360";"Running (Treadmill)";"1";"";"";"";"1422.0";"494.0";"";""
"21";"2025-02-07 19:01:47";"Pull";"3360";"Pull Up";"2";"0.0";"11";"";"";"";"";""
"21";"2025-02-07 19:01:47";"Pull";"3360";"Pull Up";"3";"0.0";"8";"";"";"";"";""
"21";"2025-02-07 19:01:47";"Pull";"3360";"Pull Up";"4";"0.0";"9";"";"";"";"";""
"21";"2025-02-07 19:01:47";"Pull";"3360";"Pull Up";"5";"0.0";"5";"";"";"";"";""
"21";"2025-02-07 19:01:47";"Pull";"3360";"Lat Pulldown (Cable)";"6";"48.0";"8";"";"";"";"";""
